iso3,log_studies_value,log_studies_lisa_I,log_studies_lisa_p,log_studies_lisa_cat_raw,log_studies_lisa_cat_fdr,log_studies_value_missing,log_studies_getis_z,log_studies_getis_p,log_studies_getis_sig_fdr,research_intensity_per_mha_value,research_intensity_per_mha_lisa_I,research_intensity_per_mha_lisa_p,research_intensity_per_mha_lisa_cat_raw,research_intensity_per_mha_lisa_cat_fdr,research_intensity_per_mha_value_missing,research_intensity_per_mha_getis_z,research_intensity_per_mha_getis_p,research_intensity_per_mha_getis_sig_fdr,citation_weighted_value,citation_weighted_lisa_I,citation_weighted_lisa_p,citation_weighted_lisa_cat_raw,citation_weighted_lisa_cat_fdr,citation_weighted_value_missing,citation_weighted_getis_z,citation_weighted_getis_p,citation_weighted_getis_sig_fdr,evidence_gap_value,evidence_gap_lisa_I,evidence_gap_lisa_p,evidence_gap_lisa_cat_raw,evidence_gap_lisa_cat_fdr,evidence_gap_value_missing,evidence_gap_getis_z,evidence_gap_getis_p,evidence_gap_getis_sig_fdr,cell_coverage_pct_value,cell_coverage_pct_lisa_I,cell_coverage_pct_lisa_p,cell_coverage_pct_lisa_cat_raw,cell_coverage_pct_lisa_cat_fdr,cell_coverage_pct_value_missing,cell_coverage_pct_getis_z,cell_coverage_pct_getis_p,cell_coverage_pct_getis_sig_fdr,wb_region,wb_income_group,n_studies_fractional,need_rank_pct,evidence_gap
MUS,0.0,0.1452499932940761,0.3627,Not significant,Not significant,False,-0.2678081622571868,0.3627,False,0.0,0.09366683925989099,0.1078,Not significant,Not significant,False,-0.2791389413987747,0.1078,False,0.0,0.03442769211536131,0.2934,Not significant,Not significant,False,-0.17288974035802235,0.2934,False,-6.9323767769363585,0.125682845520904,0.0515,Not significant,Not significant,False,-0.5921964373063875,0.0515,False,0.0,0.39923362912345806,0.0861,Not significant,Not significant,False,-0.5483310794320638,0.0861,False,Sub-Saharan Africa ,Upper middle income,0.0,0.25906735751295334,-6.9323767769363585
MWI,1.8110172858324696,0.007399264448562977,0.4553,Not significant,Not significant,False,0.08252993549943254,0.4553,False,1.2875294278061533,0.05060669792235085,0.1436,Not significant,Not significant,False,-0.2460776965238228,0.1436,False,59.78333333333333,0.021177579106767784,0.4763,Not significant,Not significant,False,-0.13861762306761896,0.4763,False,-19.909658562508298,0.5077370596131285,0.0078,Low-Low,Low-Low,False,-0.8944996314203547,0.0078,True,15.789473684210526,-0.005615317971111615,0.1737,Not significant,Not significant,False,-0.33226768705777304,0.1737,False,Sub-Saharan Africa ,Low income,5.116666666666667,0.9119170984455959,-19.909658562508298
MYS,2.740840023925201,0.504730466701439,0.1514,Not significant,Not significant,False,0.5353555578768591,0.1514,False,2.4648374784760194,0.011780206212136844,0.3053,Not significant,Not significant,False,-0.17436099582385134,0.3053,False,38.0,0.015459892671765212,0.3489,Not significant,Not significant,False,-0.10104540818230821,0.3489,False,39.788760462335595,0.5921408271323199,0.0761,Not significant,Not significant,False,0.6380992105008406,0.0761,False,18.181818181818183,0.01097552349749315,0.3816,Not significant,Not significant,False,0.08883689345359776,0.3819,False,East Asia & Pacific,Upper middle income,14.5,0.45595854922279794,39.788760462335595
NAM,0.4054651081081644,0.09991065626121799,0.3555,Not significant,Not significant,False,-0.2313630067875325,0.3554,False,1.8346644435426047,-0.006115354547781992,0.2722,Not significant,Not significant,False,0.01939056384096085,0.2722,False,1.0,0.02689279473963532,0.4918,Not significant,Not significant,False,-0.14185560468611258,0.4918,False,-28.671449448651515,0.4836335850269827,0.057,Not significant,Not significant,False,-0.653242962251912,0.057,False,11.11111111111111,0.07522372652300299,0.2193,Not significant,Not significant,False,-0.3215182797145151,0.2193,False,Sub-Saharan Africa ,Lower middle income,0.5,0.7046632124352331,-28.671449448651515
NCL,0.0,0.7044987780281359,0.0058,Low-Low,Low-Low,False,-0.8113789261482748,0.0058,True,0.0,0.072596058488549,0.2641,Not significant,Not significant,False,-0.2276831876007751,0.2641,False,0.0,0.04223754572536585,0.0239,Low-Low,Not significant,False,-0.20540273319638966,0.0235,False,-2.2691643417032026,0.039657692331711875,0.0755,Not significant,Not significant,False,-0.5087929393384961,0.0755,False,0.0,0.5538974384936658,0.0094,Low-Low,Not significant,False,-0.7170447801396227,0.0089,False,East Asia & Pacific,High income,0.0,0.21243523316062177,-2.2691643417032026
NER,1.252762968495368,0.008730860574801349,0.3465,Not significant,Not significant,False,0.12865589013866432,0.3465,False,0.14432093317869207,0.0996223861595039,0.0494,Low-Low,Not significant,False,-0.3036127971128879,0.0494,False,66.5,0.015284495204821362,0.3817,Not significant,Not significant,False,-0.10859125699704512,0.3817,False,-23.975023249634653,0.5173629964607536,0.0218,Low-Low,Not significant,False,-0.785874939744485,0.0218,False,35.714285714285715,0.3500897263267147,0.1972,Not significant,Not significant,False,0.4400664110497687,0.1972,False,Sub-Saharan Africa ,Low income,2.5,0.8756476683937824,-23.975023249634653
NGA,3.6838669122903918,0.23584209681067106,0.3517,Not significant,Not significant,False,0.3788047909748693,0.3517,False,0.7498725854382984,0.0740197446325468,0.0788,Not significant,Not significant,False,-0.2791875897749794,0.0788,False,315.8,-0.008144193181546286,0.4469,Not significant,Not significant,False,-0.11567744758632063,0.4469,False,3.669456622824498,-0.044271405270918364,0.108,Not significant,Not significant,False,-0.4184220113665512,0.108,False,52.94117647058823,0.3598807943780933,0.291,Not significant,Not significant,False,0.43501304161334187,0.291,False,Sub-Saharan Africa ,Lower middle income,38.8,0.9222797927461139,3.669456622824498
NIC,0.0,0.3825971768675932,0.1369,Not significant,Not significant,False,-0.49850153773551825,0.1365,False,0.0,0.029785780346170226,0.4543,Not significant,Not significant,False,-0.123138645278254,0.4543,False,0.0,0.041370951343623584,0.0514,Not significant,Not significant,False,-0.20179503728628165,0.0514,False,-53.56450112926797,0.48919336747193204,0.1913,Not significant,Not significant,False,-0.49939267740358145,0.1913,False,0.0,0.35216174716323195,0.1243,Not significant,Not significant,False,-0.49698311744200513,0.1243,False,Latin America & Caribbean ,Lower middle income,0.0,0.7253886010362695,-53.56450112926797
NIU,0.0,0.4415697340426921,0.0986,Not significant,Not significant,False,-0.5558208539813693,0.0979,False,0.0,0.11316999656664771,0.0221,Low-Low,Not significant,False,-0.32676649120580614,0.0214,False,0.0,0.02653285018582501,0.4977,Not significant,Not significant,False,-0.14002293491800263,0.4984,False,,-8.070393677995479e-19,0.3703,Not significant,Not significant,True,0.1184814231070903,0.3703,False,0.0,0.42603926903823003,0.067,Not significant,Not significant,False,-0.5775717836942373,0.0663,False,,,0.0,,
NLD,2.229117941112173,0.5200851553521371,0.0683,Not significant,Not significant,False,0.6729080157862136,0.0683,False,19.528244711084035,1.8448261825215257,0.035,High-High,Not significant,False,1.0918006768659,0.035,False,256.7916666666667,0.0007707997776868871,0.1398,Not significant,Not significant,False,0.09048299349171068,0.1398,False,53.09419423409061,2.282141967147627,0.0001,High-High,High-High,False,1.608959667660367,0.0001,True,50.0,2.467613335973421,0.002,High-High,High-High,False,1.460970572595316,0.002,True,Europe & Central Asia,High income,8.291666666666666,0.23316062176165803,53.09419423409061
NOR,1.0986122886681098,-0.009542179733171004,0.3132,Not significant,Not significant,False,0.14467308881759855,0.3132,False,6.706174978858784,0.0358238630883348,0.2398,Not significant,Not significant,False,0.13299805600708872,0.2398,False,233.0,0.001359788239678224,0.412,Not significant,Not significant,False,-0.0959841984241195,0.412,False,41.36309286568354,1.1290047814655304,0.0037,High-High,High-High,False,1.051700703340469,0.0037,True,33.333333333333336,0.36670760767834887,0.1642,Not significant,Not significant,False,0.47763839247044315,0.1642,False,Europe & Central Asia,High income,2.0,0.17098445595854922,41.36309286568354
NPL,3.004031076368686,2.23247226664311,0.0003,High-High,High-High,False,1.5824444142906682,0.0003,True,4.813919974532939,-0.039127632971033985,0.3378,Not significant,Not significant,False,-0.12474488297359812,0.3378,False,301.1666666666667,0.07329873530596452,0.0339,High-High,Not significant,False,1.4263636641410724,0.0339,False,30.15278331340508,0.0767507586469357,0.4027,Not significant,Not significant,False,0.19650259393722094,0.4027,False,20.0,0.28184830631038826,0.0055,High-High,High-High,False,1.0933477903214261,0.0055,True,South Asia,Lower middle income,19.166666666666664,0.6010362694300518,30.15278331340508
NZL,0.6931471805599453,0.1476838771182615,0.1549,Not significant,Not significant,False,-0.4038769488756665,0.1549,False,7.405421657303744,-0.16503340471601288,0.0294,High-Low,Not significant,False,-0.19712728635498658,0.0295,False,13.0,-0.009023408049310632,0.1866,Not significant,Not significant,False,0.011629778496223321,0.1866,False,32.40467649794075,-0.43236134596048265,0.1067,Not significant,Not significant,False,-0.3181692712218303,0.1067,False,10.0,0.1188439254232424,0.1416,Not significant,Not significant,False,-0.4051796949201276,0.1416,False,East Asia & Pacific,High income,1.0,0.15544041450777202,32.40467649794075
OMN,0.0,0.6273027610615951,0.0238,Low-Low,Not significant,False,-0.7363470278996165,0.0212,False,0.0,0.037333718640833076,0.4909,Not significant,Not significant,False,-0.14157103555307954,0.4908,False,0.0,0.039458714154159254,0.1134,Not significant,Not significant,False,-0.19383425374910118,0.1133,False,-27.139630662946725,0.1803210127726307,0.2623,Not significant,Not significant,False,-0.3177378824670797,0.2623,False,0.0,0.28706299789101725,0.1881,Not significant,Not significant,False,-0.4259707006014273,0.1875,False,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.0,0.46113989637305697,-27.139630662946725
PAK,3.9173421669057458,0.6174443572399243,0.2168,Not significant,Not significant,False,0.5529338765034241,0.2168,False,2.5355315286895257,0.010405712273310594,0.2897,Not significant,Not significant,False,-0.17695343063920072,0.2897,False,1134.2666666666667,0.23621987811270825,0.0834,Not significant,Not significant,False,0.38074378131453523,0.0834,False,14.016208316726448,-0.11761914674067774,0.2086,Not significant,Not significant,False,-0.2282698611911244,0.2086,False,40.0,0.3680193659125931,0.2243,Not significant,Not significant,False,0.432367068036774,0.2243,False,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,49.266666666666666,0.8341968911917098,14.016208316726448
PAN,0.6931471805599453,0.07554248274202785,0.3204,Not significant,Not significant,False,-0.23179398870062606,0.3204,False,3.6779579977196657,-0.00826642772980752,0.4778,Not significant,Not significant,False,-0.07491203117728318,0.4778,False,1.0,0.03969899024439996,0.1001,Not significant,Not significant,False,-0.19538466852038724,0.1001,False,10.124883751826758,-0.1196676330369138,0.1247,Not significant,Not significant,False,-0.36090685483200863,0.1247,False,7.6923076923076925,0.13023531000762673,0.2243,Not significant,Not significant,False,-0.33879068291037717,0.2243,False,Latin America & Caribbean ,High income,1.0,0.37823834196891193,10.124883751826758
PER,2.583997552432231,0.36342485006424197,0.1981,Not significant,Not significant,False,0.4452801234123279,0.1981,False,4.42031996188349,-0.037093100173836185,0.2397,Not significant,Not significant,False,-0.16371580942531463,0.2397,False,93.25,-0.012113697139895116,0.1474,Not significant,Not significant,False,0.062395639740867155,0.1474,False,20.39856516540454,0.10382249312518921,0.3134,Not significant,Not significant,False,0.24437671341791808,0.3134,False,30.0,0.24465702201162323,0.2026,Not significant,Not significant,False,0.39096833499032735,0.2026,False,Latin America & Caribbean ,Upper middle income,12.25,0.6113989637305699,20.39856516540454
PHL,2.5649493574615367,0.2879152739195268,0.2386,Not significant,Not significant,False,0.38566827705483564,0.2386,False,1.374170001319203,-0.03631814592978638,0.1607,Not significant,Not significant,False,0.13726071845508384,0.1607,False,58.666666666666664,0.01190806342602638,0.3131,Not significant,Not significant,False,-0.0875115792412901,0.3131,False,27.14494486515212,0.41978099081954345,0.0693,Not significant,Not significant,False,0.6114333660792787,0.0693,False,25.0,-0.10063791690898856,0.3436,Not significant,Not significant,False,-0.1101881181964504,0.3436,False,East Asia & Pacific,Upper middle income,12.0,0.533678756476684,27.14494486515212
PNG,0.0,0.7816947949946764,0.0034,Low-Low,Low-Low,False,-0.8864108243969333,0.0001,True,0.0,0.12383193799472729,0.0001,Low-Low,Low-Low,False,-0.35280341119873404,0.0001,True,0.0,0.04260996645140386,0.0001,Low-Low,Low-Low,False,-0.20695314796767572,0.0001,True,-58.227713564501116,1.4476299483039345,0.008,Low-Low,Low-Low,False,-1.027056366688262,0.008,True,0.0,0.6206060486443279,0.0034,Low-Low,Low-Low,False,-0.7898133000241716,0.0001,True,East Asia & Pacific,Lower middle income,0.0,0.772020725388601,-58.227713564501116
POL,2.70805020110221,0.17802061437542616,0.3294,Not significant,Not significant,False,0.29809879993552957,0.3294,False,1.6940784697147173,0.004251469366886446,0.3567,Not significant,Not significant,False,-0.04580555549259328,0.3567,False,313.0,-0.005638843947959573,0.3932,Not significant,Not significant,False,-0.08162072591449217,0.3932,False,48.86940348080245,1.1213996342239239,0.0139,High-High,Not significant,False,0.9362841468514327,0.0139,False,53.333333333333336,0.3818856131490575,0.2866,Not significant,Not significant,False,0.4460200446210885,0.2866,False,Europe & Central Asia,High income,14.0,0.35233160621761656,48.86940348080245
PRI,0.0,0.7816947949946764,0.0035,Low-Low,Low-Low,False,-0.8864108243969333,0.0001,True,0.0,0.12383193799472729,0.0001,Low-Low,Low-Low,False,-0.35280341119873404,0.0001,True,0.0,0.04260996645140386,0.0001,Low-Low,Low-Low,False,-0.20695314796767572,0.0001,True,15.347415969177629,-0.1334570783168762,0.2047,Not significant,Not significant,False,-0.23279944311600603,0.2047,False,0.0,0.6206060486443279,0.0035,Low-Low,Low-Low,False,-0.7898133000241716,0.0001,True,Latin America & Caribbean ,High income,0.0,0.03626943005181347,15.347415969177629
PRK,1.0986122886681098,-0.04653001228004751,0.0274,Low-High,Not significant,False,0.7353371877159601,0.0274,False,0.9791904405945722,-0.14562850605063835,0.0451,Low-High,Not significant,False,0.49555677621600536,0.0451,False,148.0,-0.08553768223684359,0.0476,Low-High,Not significant,False,0.8717621270920831,0.0476,False,-35.32084495815066,-1.0020766070537968,0.0036,Low-High,Low-High,False,0.7819222148753747,0.0036,True,16.666666666666668,0.027975951640864253,0.1297,Not significant,Not significant,False,0.4159206475073115,0.1297,False,East Asia & Pacific,Low income,2.0,0.9378238341968912,-35.32084495815066
PRT,1.0986122886681098,-0.044018070142813254,0.0331,Low-High,Not significant,False,0.6952236169330843,0.0331,False,8.165464982403423,0.07188455006419937,0.2132,Not significant,Not significant,False,0.18860551303031411,0.2132,False,2.0,-0.005672476955553683,0.202,Not significant,Not significant,False,-0.005519200272072399,0.202,False,33.07293742526903,1.074257807598648,0.0009,High-High,High-High,False,1.192895246000011,0.0009,True,5.555555555555555,-0.5063450362606522,0.0167,Low-High,Not significant,False,0.7883423638334164,0.0167,False,Europe & Central Asia,High income,2.0,0.2538860103626943,33.07293742526903
PRY,0.0,-0.7106267184663104,0.0366,Low-High,Not significant,False,0.5640748399194148,0.0366,False,0.0,0.03942294813489498,0.4992,Not significant,Not significant,False,-0.14667302392458698,0.4992,False,0.0,-0.04272785560785719,0.1041,Not significant,Not significant,False,0.14831445831630427,0.1041,False,-31.80284309817989,-0.663007921125507,0.0265,Low-High,Not significant,False,0.5515004260588082,0.0265,False,0.0,-0.5350962813917564,0.0661,Not significant,Not significant,False,0.4708747549946978,0.066,False,Latin America & Caribbean ,Upper middle income,0.0,0.5077720207253886,-31.80284309817989
PSE,0.0,0.19443919502438267,0.3081,Not significant,Not significant,False,-0.31561839035173744,0.3076,False,0.0,-0.8158386792164858,0.0016,Low-High,Low-High,False,1.9419126914051372,0.0016,True,0.0,0.035892069508641496,0.2395,Not significant,Not significant,False,-0.17898605074716906,0.2394,False,-24.54895708781719,0.09299994150629888,0.3545,Not significant,Not significant,False,-0.21579971648984478,0.3545,False,0.0,0.29947763775737707,0.1771,Not significant,Not significant,False,-0.4395131048867871,0.1771,False,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.0,0.43523316062176165,-24.54895708781719
PYF,0.0,0.6024511943866643,0.0285,Low-Low,Not significant,False,-0.7121921518406433,0.0281,False,0.0,0.10946952147838639,0.0322,Low-Low,Not significant,False,-0.3177297717247616,0.0321,False,0.0,0.0423807844661497,0.0141,Low-Low,Not significant,False,-0.2059990465699612,0.014,False,17.419954829281256,-0.08618835881881595,0.3213,Not significant,Not significant,False,-0.0997611576102377,0.3213,False,0.0,0.4617760244760848,0.0431,Low-Low,Not significant,False,-0.6165549193466743,0.0431,False,East Asia & Pacific,High income,0.0,0.015544041450777202,17.419954829281256
QAT,0.0,0.19051137143881264,0.3142,Not significant,Not significant,False,-0.3118006796563927,0.3142,False,0.0,-0.00020661728468076285,0.3172,Not significant,Not significant,False,-0.04989591900947876,0.3172,False,0.0,0.020450933252142915,0.3807,Not significant,Not significant,False,-0.11470346907615371,0.3808,False,-16.77693636242859,-0.05028224328061515,0.4002,Not significant,Not significant,False,0.03130578160928662,0.4002,False,0.0,-0.1342545399026384,0.3185,Not significant,Not significant,False,0.0336199513009865,0.3186,False,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.0,0.35751295336787564,-16.77693636242859
ROU,0.7375989431307791,-0.057530235912993714,0.3201,Not significant,Not significant,False,0.10455738619524627,0.3201,False,0.14893884054885748,-0.16048332824461795,0.0603,Not significant,Not significant,False,0.36461891414929326,0.0603,False,3.1818181818181817,0.020489557674050633,0.3859,Not significant,Not significant,False,-0.11559387336350946,0.3859,False,-3.9178955759266643,-0.06010410436419599,0.092,Not significant,Not significant,False,0.44615629537836765,0.092,False,11.764705882352942,-0.04695298068598633,0.2674,Not significant,Not significant,False,0.18508246344949864,0.2674,False,Europe & Central Asia,High income,1.0909090909090908,0.5699481865284974,-3.9178955759266643
RUS,2.5695176614319166,-0.05711097636191326,0.4779,Not significant,Not significant,False,0.10512258246451701,0.4779,False,0.20015758849145962,0.06220326875605241,0.3076,Not significant,Not significant,False,-0.20984734926882573,0.3076,False,28.20238095238095,0.031267113245295276,0.2592,Not significant,Not significant,False,-0.17307828896757071,0.2592,False,39.574863823568485,-0.15028019678285695,0.3581,Not significant,Not significant,False,0.023405348019376906,0.3581,False,43.75,0.1944694779842158,0.3388,Not significant,Not significant,False,0.32198742739490377,0.3388,False,Europe & Central Asia,High income,12.059523809523808,0.41450777202072536,39.574863823568485
RWA,2.327277705584417,0.18741855331451654,0.2844,Not significant,Not significant,False,0.30940131416885636,0.2844,False,5.013191468144284,-0.04802521985418996,0.2878,Not significant,Not significant,False,-0.13802378436531632,0.2878,False,296.25,-0.0038408464715711287,0.3646,Not significant,Not significant,False,-0.07620746538961834,0.3646,False,-12.724857180815718,0.3629431282257725,0.0036,Low-Low,Low-Low,False,-0.9561280295699616,0.0036,True,22.22222222222222,0.011586446278999817,0.425,Not significant,Not significant,False,0.07805367955129205,0.425,False,Sub-Saharan Africa ,Low income,9.25,0.9067357512953368,-12.724857180815718
SAU,1.3862943611198906,-0.10772967952854554,0.0401,High-Low,Not significant,False,-0.5423923845689088,0.0358,False,12.502094100761878,-0.34368167355531704,0.0406,High-Low,Not significant,False,-0.1021781140651598,0.0406,False,110.0,0.02150331877330054,0.1446,Not significant,Not significant,False,-0.17737600463852582,0.1443,False,36.89252026039591,-0.41376944322015274,0.1457,Not significant,Not significant,False,-0.23074282230847395,0.1457,False,50.0,-1.215757180431814,0.0104,High-Low,Not significant,False,-0.34511678961859527,0.0104,False,"Middle East, North Africa, Afghanistan & Pakistan",High income,3.0,0.27979274611398963,36.89252026039591
SDN,0.0,-0.04464147797181135,0.4291,Not significant,Not significant,False,-0.0832401222184677,0.4291,False,0.0,0.06906184626290476,0.2888,Not significant,Not significant,False,-0.21905248918830963,0.2888,False,0.0,0.018695303752602248,0.3523,Not significant,Not significant,False,-0.10739465482741149,0.3523,False,-75.32615916035606,1.3692440464104942,0.0419,Low-Low,Not significant,False,-0.8756589783640366,0.0419,False,0.0,-0.03282624376712873,0.4251,Not significant,Not significant,False,-0.07702224267552035,0.4251,False,Sub-Saharan Africa ,Low income,0.0,0.9430051813471503,-75.32615916035606
SEN,2.70805020110221,-0.5624717707315311,0.111,Not significant,Not significant,False,-0.24925096693056975,0.1101,False,4.063632773918165,-0.02420581864868565,0.3153,Not significant,Not significant,False,-0.14492060760227135,0.3153,False,131.0,0.01994423830885073,0.0223,Low-Low,Not significant,False,-0.19001784815824313,0.0219,False,15.190647004118503,-0.35740749779351155,0.0123,High-Low,Not significant,False,-0.7274217634757753,0.0123,False,40.0,-0.5889790178968426,0.1126,Not significant,Not significant,False,-0.22845614662908034,0.1126,False,Sub-Saharan Africa ,Lower middle income,14.0,0.689119170984456,15.190647004118503
SGP,0.0,-0.7421730568175273,0.0314,Low-High,Not significant,False,0.5947368059417321,0.0314,False,,-0.0,0.0001,Low-Low,Low-Low,True,-0.17526620232011725,0.2751,False,0.0,0.013493708246654213,0.2948,Not significant,Not significant,False,-0.0857400315939712,0.2948,False,17.93808954430716,0.32029363933498045,0.0446,High-High,Not significant,False,0.6591971302971328,0.0446,False,0.0,-0.18487320678790964,0.274,Not significant,Not significant,False,0.08883689345359776,0.2741,False,East Asia & Pacific,High income,0.0,0.010362694300518135,17.93808954430716
SLB,0.0,0.7816947949946764,0.0029,Low-Low,Low-Low,False,-0.8864108243969333,0.0001,True,0.0,0.12383193799472729,0.0001,Low-Low,Low-Low,False,-0.35280341119873404,0.0001,True,0.0,0.04260996645140386,0.0001,Low-Low,Low-Low,False,-0.20695314796767572,0.0001,True,-54.082635844293875,0.8488765699093013,0.0686,Not significant,Not significant,False,-0.714048712078506,0.0686,False,0.0,0.6206060486443279,0.0029,Low-Low,Low-Low,False,-0.7898133000241716,0.0001,True,East Asia & Pacific,Lower middle income,0.0,0.7305699481865285,-54.082635844293875
SLE,1.3862943611198906,-0.05191742020134653,0.2304,Not significant,Not significant,False,-0.24925096693056975,0.2301,False,2.365867534445848,0.015222280759430854,0.2611,Not significant,Not significant,False,-0.19010476909702176,0.2611,False,3.0,0.037849148378191096,0.1544,Not significant,Not significant,False,-0.18870595873638568,0.1543,False,-25.28364554271289,0.6306566207840465,0.0101,Low-Low,Not significant,False,-0.899575973511141,0.0101,False,13.333333333333334,0.029255095874706392,0.2846,Not significant,Not significant,False,-0.2436162549383613,0.2847,False,Sub-Saharan Africa ,Low income,3.0,0.9015544041450777,-25.28364554271289
SLV,0.0,0.38259717686759315,0.1367,Not significant,Not significant,False,-0.49850153773551825,0.1353,False,0.0,0.029785780346170226,0.4534,Not significant,Not significant,False,-0.123138645278254,0.4534,False,0.0,0.041370951343623584,0.0494,Low-Low,Not significant,False,-0.20179503728628165,0.0492,False,-35.42978610336124,0.39965391152623936,0.1469,Not significant,Not significant,False,-0.49939267740358145,0.1469,False,0.0,0.35216174716323195,0.1254,Not significant,Not significant,False,-0.49698311744200513,0.1254,False,Latin America & Caribbean ,Upper middle income,0.0,0.5440414507772021,-35.42978610336124
SOM,0.22314355131420976,-0.25086339625990717,0.1975,Not significant,Not significant,False,0.1988297994729448,0.1975,False,0.5157201826062022,0.04545540988666215,0.3972,Not significant,Not significant,False,-0.17589331919941664,0.3972,False,8.25,0.006896144868444938,0.2537,Not significant,Not significant,False,-0.05827830995756648,0.2537,False,-48.85744652584031,0.7846161995887371,0.0644,Not significant,Not significant,False,-0.7057670512169562,0.0644,False,9.090909090909092,-0.08334261809101491,0.2591,Not significant,Not significant,False,0.1730832762259193,0.2592,False,Sub-Saharan Africa ,Low income,0.25,0.8860103626943006,-48.85744652584031
SRB,2.2608156801177506,-0.08583216261730793,0.429,Not significant,Not significant,False,0.028646607766701727,0.429,False,3.7433556328791546,0.050041330999228084,0.0503,Not significant,Not significant,False,0.4922895643425088,0.0503,False,101.18181818181819,0.015507694804042634,0.49,Not significant,Not significant,False,-0.12658094727156563,0.49,False,38.58110801115984,0.4224538637114634,0.1506,Not significant,Not significant,False,0.5043987934180131,0.1507,False,33.333333333333336,-0.06623925460419004,0.4741,Not significant,Not significant,False,0.06688798108448517,0.4741,False,Europe & Central Asia,Upper middle income,8.59090909090909,0.38341968911917096,38.58110801115984
SSD,1.0986122886681098,-0.027196557407546396,0.1161,Not significant,Not significant,False,0.42659842378905505,0.1161,False,1.49840816608476,0.015248601820360735,0.454,Not significant,Not significant,False,-0.09990512583072081,0.454,False,9.0,-0.0010557422992573866,0.2171,Not significant,Not significant,False,-0.023930659639843976,0.2171,False,-34.28457552809884,0.7813719657293837,0.0157,Low-Low,Not significant,False,-0.8667001374804946,0.0157,False,11.11111111111111,-0.07810045436950541,0.1965,Not significant,Not significant,False,0.2686378982965393,0.1965,False,Sub-Saharan Africa ,Low income,2.0,0.927461139896373,-34.28457552809884
STP,0.0,0.24906859973109818,0.257,Not significant,Not significant,False,-0.36871631037934305,0.2567,False,0.0,0.11626024377245134,0.0123,Low-Low,Not significant,False,-0.3343130079259201,0.0123,False,0.0,0.03350571208718261,0.3243,Not significant,Not significant,False,-0.1690514699434667,0.3242,False,-46.310615118905275,1.0587492826456257,0.0157,Low-Low,Not significant,False,-0.9161894567173511,0.0157,False,0.0,0.2303824794623501,0.2593,Not significant,Not significant,False,-0.3641412392616145,0.2593,False,Sub-Saharan Africa ,Lower middle income,0.0,0.6528497409326425,-46.310615118905275
SUR,0.0,0.736538019864216,0.0052,Low-Low,Low-Low,False,-0.8425199775635428,0.0041,True,0.0,0.12107226208623134,0.0059,Low-Low,Low-Low,False,-0.34606416381863836,0.0055,True,0.0,0.04259564257732547,0.003,Low-Low,Low-Low,False,-0.20689351663031857,0.0024,True,-20.922014082635844,0.012693124500729843,0.4715,Not significant,Not significant,False,-0.09968591538557187,0.4715,False,0.0,0.58549625382819,0.0024,Low-Low,Low-Low,False,-0.7515140790323037,0.0024,True,Latin America & Caribbean ,Upper middle income,0.0,0.39896373056994816,-20.922014082635844
SVK,0.08701137698962977,-0.4067931095219887,0.1211,Not significant,Not significant,False,0.30995026532239583,0.1211,False,0.08766529949709925,-0.02593272491768261,0.2489,Not significant,Not significant,False,0.016326976226454452,0.2489,False,2.1818181818181817,0.013127290559841827,0.293,Not significant,Not significant,False,-0.08443966186228502,0.293,False,11.518533280191317,0.34190232473695276,0.0019,High-High,High-High,False,1.0376705365144516,0.0019,True,5.882352941176471,-0.2862068621275752,0.092,Not significant,Not significant,False,0.4330256660702761,0.092,False,Europe & Central Asia,High income,0.09090909090909091,0.2694300518134715,11.518533280191317
SVN,0.08701137698962977,-0.48600176371535697,0.0847,Not significant,Not significant,False,0.3931249595695247,0.0847,False,0.8652364020528599,-0.04347629862347731,0.1744,Not significant,Not significant,False,0.11376616920969823,0.1744,False,2.1818181818181817,0.014522224871964378,0.304,Not significant,Not significant,False,-0.0902984407576257,0.304,False,19.29055400557992,0.5862067486964556,0.0017,High-High,High-High,False,1.0790186470424679,0.0017,True,6.25,-0.20916877378802032,0.1495,Not significant,Not significant,False,0.3148988530894761,0.1495,False,Europe & Central Asia,High income,0.09090909090909091,0.19170984455958548,19.29055400557992
SWE,2.3978952727983707,0.012675375974256393,0.4519,Not significant,Not significant,False,0.14467308881759855,0.4519,False,8.640503222907702,0.029054143707919904,0.2675,Not significant,Not significant,False,0.13299805600708872,0.2675,False,95.5,0.011490000719484934,0.3514,Not significant,Not significant,False,-0.0959841984241195,0.3514,False,65.24644612727514,1.6064084386272208,0.0096,High-High,Not significant,False,1.051700703340469,0.0096,False,33.333333333333336,0.36670760767834887,0.1634,Not significant,Not significant,False,0.47763839247044315,0.1634,False,Europe & Central Asia,High income,10.0,0.13471502590673576,65.24644612727514
